Gebied;Gebiedscode;Gemeente;Jaar;Leeftijdsgroep;Aantal
Buurt 45   Voortman-Amelink;BU01530405;Enschede;2008;25 - 39;244
Buurt 46   Drienerveld-U,T,;BU01530406;Enschede;2008;25 - 39;690
Buurt 50   Schreurserve;BU01530500;Enschede;2008;25 - 39;473
Buurt 51   Ribbelt-Ribbelerbrink;BU01530501;Enschede;2008;25 - 39;441
Buurt 52   Park Stokhorst;BU01530502;Enschede;2008;25 - 39;644
Buurt 53   Stokhorst;BU01530503;Enschede;2008;25 - 39;62
Buurt 60   Stroinkslanden Noord-Oost;BU01530600;Enschede;2008;25 - 39;485
Buurt 61   Stroinkslanden-Zuid;BU01530601;Enschede;2008;25 - 39;1211
Buurt 62   Stroinkslanden Noord-West;BU01530602;Enschede;2008;25 - 39;439
Buurt 63   Wesselerbrink Noord-Oost;BU01530603;Enschede;2008;25 - 39;741
Buurt 64   Wesselerbrink Zuid-Oost;BU01530604;Enschede;2008;25 - 39;652
Buurt 65   Wesselerbrink Zuid-West;BU01530605;Enschede;2008;25 - 39;614
Buurt 66   Wesselerbrink Noord-West;BU01530606;Enschede;2008;25 - 39;969
Buurt 67   Helmerhoek-Noord;BU01530607;Enschede;2008;25 - 39;677
Buurt 68   Helmerhoek-Zuid;BU01530608;Enschede;2008;25 - 39;791
Buurt 69   het Brunink;BU01530609;Enschede;2008;25 - 39;14
Buurt 70   Industrie- en havengebied;BU01530700;Enschede;2008;25 - 39;45
Buurt 71   Marssteden;BU01530701;Enschede;2008;25 - 39;10
Buurt 72   Koekoeksbeekhoek;BU01530702;Enschede;2008;25 - 39;2
Buurt 73   Kennispark;BU01530703;Enschede;2008;25 - 39;4
Buurt 80   Glanerveld;BU01530800;Enschede;2008;25 - 39;242
Buurt 81   Bentveld-Bultserve;BU01530801;Enschede;2008;25 - 39;535
Buurt 82   Schipholt-Glanermaten;BU01530802;Enschede;2008;25 - 39;568
Buurt 83   Eekmaat;BU01530803;Enschede;2008;25 - 39;407
Buurt 84   Oikos;BU01530804;Enschede;2008;25 - 39;847
Buurt 85   Eilermarke;BU01530805;Enschede;2008;25 - 39;574
Buurt 86   De Slank;BU01530806;Enschede;2008;25 - 39;26
Buurt 87   Dolphia;BU01530807;Enschede;2008;25 - 39;126
Buurt 88   Eekmaat West;BU01530808;Enschede;2008;25 - 39;908
Buurt 90   Dorp Lonneker;BU01530900;Enschede;2008;25 - 39;242
Buurt 91   Dorp Boekelo;BU01530901;Enschede;2008;25 - 39;243
Buurt 92   Buurtschap Lonneker-West;BU01530902;Enschede;2008;25 - 39;148
Buurt 93   Noord Esmarke;BU01530903;Enschede;2008;25 - 39;51
Buurt 94   Buurtschap Zuid-Esmarke;BU01530904;Enschede;2008;25 - 39;37
Buurt 95   Buurtschap Broekheurne;BU01530905;Enschede;2008;25 - 39;185
Buurt 96   Buurtschap Usselo;BU01530906;Enschede;2008;25 - 39;29
Buurt 97   Boekelerveld;BU01530907;Enschede;2008;25 - 39;126
Buurt 98   Buurtschap Twekkelo;BU01530908;Enschede;2008;25 - 39;30
Buurt 00   City;BU01530000;Enschede;2009;25 - 39;859
Buurt 01   Lasonder, Zeggelt;BU01530001;Enschede;2009;25 - 39;283
Buurt 02   De Laares;BU01530002;Enschede;2009;25 - 39;433
Buurt 03   De Bothoven;BU01530003;Enschede;2009;25 - 39;1437
Buurt 04   Hogeland-Noord;BU01530004;Enschede;2009;25 - 39;616
Buurt 05   Getfert;BU01530005;Enschede;2009;25 - 39;1228
Buurt 06   Veldkamp-Getfert-West;BU01530006;Enschede;2009;25 - 39;462
Buurt 07   Horstlanden-Stadsweide;BU01530007;Enschede;2009;25 - 39;757
Buurt 08   Boddenkamp;BU01530008;Enschede;2009;25 - 39;152
Buurt 10   Velve-Lindenhof;BU01530100;Enschede;2009;25 - 39;978
Buurt 11   Wooldrik;BU01530101;Enschede;2009;25 - 39;184
Buurt 12   Hogeland-Zuid;BU01530102;Enschede;2009;25 - 39;495
Buurt 13   Varvik-Diekman;BU01530103;Enschede;2009;25 - 39;699
Buurt 14   Sleutelkamp;BU01530104;Enschede;2009;25 - 39;155
Buurt 15   't Weldink;BU01530105;Enschede;2009;25 - 39;1
Buurt 16   De Leuriks;BU01530106;Enschede;2009;25 - 39;4
Buurt 20   Cromhoffsbleek-Kotman;BU01530200;Enschede;2009;25 - 39;624
Buurt 21   Boswinkel-De Braker;BU01530201;Enschede;2009;25 - 39;1009
Buurt 22   Pathmos;BU01530202;Enschede;2009;25 - 39;573
Buurt 23   Stevenfenne;BU01530203;Enschede;2009;25 - 39;1264
Buurt 24   Stadsveld-Zuid;BU01530204;Enschede;2009;25 - 39;394
Buurt 25   Elferink-Heuwkamp;BU01530205;Enschede;2009;25 - 39;704
Buurt 26   Stadsveld-Noord-Bruggert;BU01530206;Enschede;2009;25 - 39;406
Buurt 27   't Zwering;BU01530207;Enschede;2009;25 - 39;317
Buurt 28   Ruwenbos;BU01530208;Enschede;2009;25 - 39;346
Buurt 30   Tubantia-Toekomst;BU01530300;Enschede;2009;25 - 39;1167
Buurt 31   Twekkelerveld;BU01530301;Enschede;2009;25 - 39;1074
Buurt 40   Walhof-Roessingh;BU01530400;Enschede;2009;25 - 39;612
Buurt 41   Bolhaar;BU01530401;Enschede;2009;25 - 39;190
Buurt 42   Roombeek-Roomveldje;BU01530402;Enschede;2009;25 - 39;970
Buurt 43   Mekkelholt;BU01530403;Enschede;2009;25 - 39;557
Buurt 44   Deppenbroek;BU01530404;Enschede;2009;25 - 39;1107
Buurt 45   Voortman-Amelink;BU01530405;Enschede;2009;25 - 39;231
Buurt 46   Drienerveld-U,T,;BU01530406;Enschede;2009;25 - 39;696
Buurt 50   Schreurserve;BU01530500;Enschede;2009;25 - 39;466
Buurt 51   Ribbelt-Ribbelerbrink;BU01530501;Enschede;2009;25 - 39;446
Buurt 52   Park Stokhorst;BU01530502;Enschede;2009;25 - 39;601
Buurt 53   Stokhorst;BU01530503;Enschede;2009;25 - 39;53
Buurt 60   Stroinkslanden Noord-Oost;BU01530600;Enschede;2009;25 - 39;483
Buurt 61   Stroinkslanden-Zuid;BU01530601;Enschede;2009;25 - 39;1182
Buurt 62   Stroinkslanden Noord-West;BU01530602;Enschede;2009;25 - 39;439
Buurt 63   Wesselerbrink Noord-Oost;BU01530603;Enschede;2009;25 - 39;750
Buurt 64   Wesselerbrink Zuid-Oost;BU01530604;Enschede;2009;25 - 39;669
Buurt 65   Wesselerbrink Zuid-West;BU01530605;Enschede;2009;25 - 39;602
Buurt 66   Wesselerbrink Noord-West;BU01530606;Enschede;2009;25 - 39;930
Buurt 67   Helmerhoek-Noord;BU01530607;Enschede;2009;25 - 39;671
Buurt 68   Helmerhoek-Zuid;BU01530608;Enschede;2009;25 - 39;752
Buurt 69   het Brunink;BU01530609;Enschede;2009;25 - 39;34
Buurt 70   Industrie- en havengebied;BU01530700;Enschede;2009;25 - 39;43
Buurt 71   Marssteden;BU01530701;Enschede;2009;25 - 39;8
Buurt 72   Koekoeksbeekhoek;BU01530702;Enschede;2009;25 - 39;2
Buurt 73   Kennispark;BU01530703;Enschede;2009;25 - 39;4
Buurt 80   Glanerveld;BU01530800;Enschede;2009;25 - 39;239
Buurt 81   Bentveld-Bultserve;BU01530801;Enschede;2009;25 - 39;512
Buurt 82   Schipholt-Glanermaten;BU01530802;Enschede;2009;25 - 39;554
Buurt 83   Eekmaat;BU01530803;Enschede;2009;25 - 39;421
Buurt 84   Oikos;BU01530804;Enschede;2009;25 - 39;838
Buurt 85   Eilermarke;BU01530805;Enschede;2009;25 - 39;543
Buurt 86   De Slank;BU01530806;Enschede;2009;25 - 39;26
Buurt 87   Dolphia;BU01530807;Enschede;2009;25 - 39;101
Buurt 88   Eekmaat West;BU01530808;Enschede;2009;25 - 39;845
Buurt 90   Dorp Lonneker;BU01530900;Enschede;2009;25 - 39;230
Buurt 91   Dorp Boekelo;BU01530901;Enschede;2009;25 - 39;266
Buurt 92   Buurtschap Lonneker-West;BU01530902;Enschede;2009;25 - 39;136
Buurt 93   Noord Esmarke;BU01530903;Enschede;2009;25 - 39;51
Buurt 94   Buurtschap Zuid-Esmarke;BU01530904;Enschede;2009;25 - 39;31
Buurt 95   Buurtschap Broekheurne;BU01530905;Enschede;2009;25 - 39;175
Buurt 96   Buurtschap Usselo;BU01530906;Enschede;2009;25 - 39;34
Buurt 97   Boekelerveld;BU01530907;Enschede;2009;25 - 39;111
Buurt 98   Buurtschap Twekkelo;BU01530908;Enschede;2009;25 - 39;26
Buurt 00   City;BU01530000;Enschede;2010;25 - 39;910
Buurt 01   Lasonder, Zeggelt;BU01530001;Enschede;2010;25 - 39;307
Buurt 02   De Laares;BU01530002;Enschede;2010;25 - 39;450
Buurt 03   De Bothoven;BU01530003;Enschede;2010;25 - 39;1453
Buurt 04   Hogeland-Noord;BU01530004;Enschede;2010;25 - 39;696
Buurt 05   Getfert;BU01530005;Enschede;2010;25 - 39;1317
Buurt 06   Veldkamp-Getfert-West;BU01530006;Enschede;2010;25 - 39;460
Buurt 07   Horstlanden-Stadsweide;BU01530007;Enschede;2010;25 - 39;782
Buurt 08   Boddenkamp;BU01530008;Enschede;2010;25 - 39;143
Buurt 10   Velve-Lindenhof;BU01530100;Enschede;2010;25 - 39;924
Buurt 11   Wooldrik;BU01530101;Enschede;2010;25 - 39;178
Buurt 12   Hogeland-Zuid;BU01530102;Enschede;2010;25 - 39;458
Buurt 13   Varvik-Diekman;BU01530103;Enschede;2010;25 - 39;678
Buurt 14   Sleutelkamp;BU01530104;Enschede;2010;25 - 39;179
Buurt 15   't Weldink;BU01530105;Enschede;2010;25 - 39;1
Buurt 16   De Leuriks;BU01530106;Enschede;2010;25 - 39;3
Buurt 20   Cromhoffsbleek-Kotman;BU01530200;Enschede;2010;25 - 39;590
Buurt 21   Boswinkel-De Braker;BU01530201;Enschede;2010;25 - 39;978
Buurt 22   Pathmos;BU01530202;Enschede;2010;25 - 39;589
Buurt 23   Stevenfenne;BU01530203;Enschede;2010;25 - 39;1258
Buurt 24   Stadsveld-Zuid;BU01530204;Enschede;2010;25 - 39;396
Buurt 25   Elferink-Heuwkamp;BU01530205;Enschede;2010;25 - 39;696
Buurt 26   Stadsveld-Noord-Bruggert;BU01530206;Enschede;2010;25 - 39;389
Buurt 27   't Zwering;BU01530207;Enschede;2010;25 - 39;281
Buurt 28   Ruwenbos;BU01530208;Enschede;2010;25 - 39;294
Buurt 30   Tubantia-Toekomst;BU01530300;Enschede;2010;25 - 39;1159
Buurt 31   Twekkelerveld;BU01530301;Enschede;2010;25 - 39;1097
Buurt 40   Walhof-Roessingh;BU01530400;Enschede;2010;25 - 39;594
Buurt 41   Bolhaar;BU01530401;Enschede;2010;25 - 39;177
Buurt 42   Roombeek-Roomveldje;BU01530402;Enschede;2010;25 - 39;1002
Buurt 43   Mekkelholt;BU01530403;Enschede;2010;25 - 39;588
Buurt 44   Deppenbroek;BU01530404;Enschede;2010;25 - 39;1103
Buurt 45   Voortman-Amelink;BU01530405;Enschede;2010;25 - 39;201
Buurt 46   Drienerveld-U,T,;BU01530406;Enschede;2010;25 - 39;747
Buurt 50   Schreurserve;BU01530500;Enschede;2010;25 - 39;439
Buurt 51   Ribbelt-Ribbelerbrink;BU01530501;Enschede;2010;25 - 39;449
Buurt 52   Park Stokhorst;BU01530502;Enschede;2010;25 - 39;598
Buurt 53   Stokhorst;BU01530503;Enschede;2010;25 - 39;51
Buurt 60   Stroinkslanden Noord-Oost;BU01530600;Enschede;2010;25 - 39;469
Buurt 61   Stroinkslanden-Zuid;BU01530601;Enschede;2010;25 - 39;1174
Buurt 62   Stroinkslanden Noord-West;BU01530602;Enschede;2010;25 - 39;440
Buurt 63   Wesselerbrink Noord-Oost;BU01530603;Enschede;2010;25 - 39;745
Buurt 64   Wesselerbrink Zuid-Oost;BU01530604;Enschede;2010;25 - 39;631
Buurt 65   Wesselerbrink Zuid-West;BU01530605;Enschede;2010;25 - 39;572
Buurt 66   Wesselerbrink Noord-West;BU01530606;Enschede;2010;25 - 39;790
Buurt 67   Helmerhoek-Noord;BU01530607;Enschede;2010;25 - 39;651
Buurt 68   Helmerhoek-Zuid;BU01530608;Enschede;2010;25 - 39;756
Buurt 69   het Brunink;BU01530609;Enschede;2010;25 - 39;36
Buurt 70   Industrie- en havengebied;BU01530700;Enschede;2010;25 - 39;40
Buurt 71   Marssteden;BU01530701;Enschede;2010;25 - 39;8
Buurt 72   Koekoeksbeekhoek;BU01530702;Enschede;2010;25 - 39;1
Buurt 73   Kennispark;BU01530703;Enschede;2010;25 - 39;4
Buurt 80   Glanerveld;BU01530800;Enschede;2010;25 - 39;231
Buurt 81   Bentveld-Bultserve;BU01530801;Enschede;2010;25 - 39;477
Buurt 82   Schipholt-Glanermaten;BU01530802;Enschede;2010;25 - 39;536
Buurt 83   Eekmaat;BU01530803;Enschede;2010;25 - 39;439
Buurt 84   Oikos;BU01530804;Enschede;2010;25 - 39;794
Buurt 85   Eilermarke;BU01530805;Enschede;2010;25 - 39;517
Buurt 86   De Slank;BU01530806;Enschede;2010;25 - 39;26
Buurt 87   Dolphia;BU01530807;Enschede;2010;25 - 39;91
Buurt 88   Eekmaat West;BU01530808;Enschede;2010;25 - 39;799
Buurt 90   Dorp Lonneker;BU01530900;Enschede;2010;25 - 39;260
Buurt 91   Dorp Boekelo;BU01530901;Enschede;2010;25 - 39;338
Buurt 92   Buurtschap Lonneker-West;BU01530902;Enschede;2010;25 - 39;127
Buurt 93   Noord Esmarke;BU01530903;Enschede;2010;25 - 39;47
Buurt 94   Buurtschap Zuid-Esmarke;BU01530904;Enschede;2010;25 - 39;32
Buurt 95   Buurtschap Broekheurne;BU01530905;Enschede;2010;25 - 39;156
Buurt 96   Buurtschap Usselo;BU01530906;Enschede;2010;25 - 39;29
Buurt 97   Boekelerveld;BU01530907;Enschede;2010;25 - 39;106
Buurt 98   Buurtschap Twekkelo;BU01530908;Enschede;2010;25 - 39;26
Buurt 00   City;BU01530000;Enschede;2011;25 - 39;899
Buurt 01   Lasonder, Zeggelt;BU01530001;Enschede;2011;25 - 39;289
Buurt 02   De Laares;BU01530002;Enschede;2011;25 - 39;466
Buurt 03   De Bothoven;BU01530003;Enschede;2011;25 - 39;1466
Buurt 04   Hogeland-Noord;BU01530004;Enschede;2011;25 - 39;700
Buurt 05   Getfert;BU01530005;Enschede;2011;25 - 39;1267
Buurt 06   Veldkamp-Getfert-West;BU01530006;Enschede;2011;25 - 39;458
Buurt 07   Horstlanden-Stadsweide;BU01530007;Enschede;2011;25 - 39;795
Buurt 08   Boddenkamp;BU01530008;Enschede;2011;25 - 39;144
Buurt 10   Velve-Lindenhof;BU01530100;Enschede;2011;25 - 39;831
Buurt 11   Wooldrik;BU01530101;Enschede;2011;25 - 39;192
Buurt 12   Hogeland-Zuid;BU01530102;Enschede;2011;25 - 39;451
Buurt 13   Varvik-Diekman;BU01530103;Enschede;2011;25 - 39;667
Buurt 14   Sleutelkamp;BU01530104;Enschede;2011;25 - 39;175
Buurt 15   't Weldink;BU01530105;Enschede;2011;25 - 39;1
Buurt 16   De Leuriks;BU01530106;Enschede;2011;25 - 39;4
Buurt 20   Cromhoffsbleek-Kotman;BU01530200;Enschede;2011;25 - 39;541
Buurt 21   Boswinkel-De Braker;BU01530201;Enschede;2011;25 - 39;934
Buurt 22   Pathmos;BU01530202;Enschede;2011;25 - 39;608
Buurt 23   Stevenfenne;BU01530203;Enschede;2011;25 - 39;1258
Buurt 24   Stadsveld-Zuid;BU01530204;Enschede;2011;25 - 39;453
Buurt 25   Elferink-Heuwkamp;BU01530205;Enschede;2011;25 - 39;686
Buurt 26   Stadsveld-Noord-Bruggert;BU01530206;Enschede;2011;25 - 39;385
Buurt 27   't Zwering;BU01530207;Enschede;2011;25 - 39;251
Buurt 28   Ruwenbos;BU01530208;Enschede;2011;25 - 39;259
Buurt 30   Tubantia-Toekomst;BU01530300;Enschede;2011;25 - 39;1179
Buurt 31   Twekkelerveld;BU01530301;Enschede;2011;25 - 39;1132
Buurt 40   Walhof-Roessingh;BU01530400;Enschede;2011;25 - 39;568
Buurt 41   Bolhaar;BU01530401;Enschede;2011;25 - 39;170
Buurt 42   Roombeek-Roomveldje;BU01530402;Enschede;2011;25 - 39;1059
Buurt 43   Mekkelholt;BU01530403;Enschede;2011;25 - 39;590
Buurt 44   Deppenbroek;BU01530404;Enschede;2011;25 - 39;1114
Buurt 45   Voortman-Amelink;BU01530405;Enschede;2011;25 - 39;190
Buurt 46   Drienerveld-U,T,;BU01530406;Enschede;2011;25 - 39;746
Buurt 50   Schreurserve;BU01530500;Enschede;2011;25 - 39;424
Buurt 51   Ribbelt-Ribbelerbrink;BU01530501;Enschede;2011;25 - 39;453
Buurt 52   Park Stokhorst;BU01530502;Enschede;2011;25 - 39;600
Buurt 53   Stokhorst;BU01530503;Enschede;2011;25 - 39;41
Buurt 60   Stroinkslanden Noord-Oost;BU01530600;Enschede;2011;25 - 39;453
Buurt 61   Stroinkslanden-Zuid;BU01530601;Enschede;2011;25 - 39;1174
Buurt 62   Stroinkslanden Noord-West;BU01530602;Enschede;2011;25 - 39;425
Buurt 63   Wesselerbrink Noord-Oost;BU01530603;Enschede;2011;25 - 39;718
Buurt 64   Wesselerbrink Zuid-Oost;BU01530604;Enschede;2011;25 - 39;604
Buurt 65   Wesselerbrink Zuid-West;BU01530605;Enschede;2011;25 - 39;545
Buurt 66   Wesselerbrink Noord-West;BU01530606;Enschede;2011;25 - 39;787
Buurt 67   Helmerhoek-Noord;BU01530607;Enschede;2011;25 - 39;625
Buurt 68   Helmerhoek-Zuid;BU01530608;Enschede;2011;25 - 39;758
Buurt 69   het Brunink;BU01530609;Enschede;2011;25 - 39;38
Buurt 70   Industrie- en havengebied;BU01530700;Enschede;2011;25 - 39;30
Buurt 71   Marssteden;BU01530701;Enschede;2011;25 - 39;8
Buurt 72   Koekoeksbeekhoek;BU01530702;Enschede;2011;25 - 39;1
Buurt 73   Kennispark;BU01530703;Enschede;2011;25 - 39;3
Buurt 80   Glanerveld;BU01530800;Enschede;2011;25 - 39;208
Buurt 81   Bentveld-Bultserve;BU01530801;Enschede;2011;25 - 39;468
Buurt 82   Schipholt-Glanermaten;BU01530802;Enschede;2011;25 - 39;501
Buurt 83   Eekmaat;BU01530803;Enschede;2011;25 - 39;423
Buurt 84   Oikos;BU01530804;Enschede;2011;25 - 39;737
Buurt 85   Eilermarke;BU01530805;Enschede;2011;25 - 39;463
Buurt 86   De Slank;BU01530806;Enschede;2011;25 - 39;25
Buurt 87   Dolphia;BU01530807;Enschede;2011;25 - 39;85
Buurt 88   Eekmaat West;BU01530808;Enschede;2011;25 - 39;765
Buurt 90   Dorp Lonneker;BU01530900;Enschede;2011;25 - 39;253
Buurt 91   Dorp Boekelo;BU01530901;Enschede;2011;25 - 39;337
Buurt 92   Buurtschap Lonneker-West;BU01530902;Enschede;2011;25 - 39;127
Buurt 93   Noord Esmarke;BU01530903;Enschede;2011;25 - 39;45
Buurt 94   Buurtschap Zuid-Esmarke;BU01530904;Enschede;2011;25 - 39;31
Buurt 95   Buurtschap Broekheurne;BU01530905;Enschede;2011;25 - 39;144
Buurt 96   Buurtschap Usselo;BU01530906;Enschede;2011;25 - 39;24
Buurt 97   Boekelerveld;BU01530907;Enschede;2011;25 - 39;117
Buurt 98   Buurtschap Twekkelo;BU01530908;Enschede;2011;25 - 39;19
Buurt 00   City;BU01530000;Enschede;2012;25 - 39;863
Buurt 01   Lasonder, Zeggelt;BU01530001;Enschede;2012;25 - 39;334
Buurt 02   De Laares;BU01530002;Enschede;2012;25 - 39;425
Buurt 03   De Bothoven;BU01530003;Enschede;2012;25 - 39;1469
Buurt 04   Hogeland-Noord;BU01530004;Enschede;2012;25 - 39;690
Buurt 05   Getfert;BU01530005;Enschede;2012;25 - 39;1167
Buurt 06   Veldkamp-Getfert-West;BU01530006;Enschede;2012;25 - 39;466
Buurt 07   Horstlanden-Stadsweide;BU01530007;Enschede;2012;25 - 39;804
Buurt 08   Boddenkamp;BU01530008;Enschede;2012;25 - 39;134
Buurt 10   Velve-Lindenhof;BU01530100;Enschede;2012;25 - 39;824
Buurt 11   Wooldrik;BU01530101;Enschede;2012;25 - 39;185
Buurt 12   Hogeland-Zuid;BU01530102;Enschede;2012;25 - 39;450
Buurt 13   Varvik-Diekman;BU01530103;Enschede;2012;25 - 39;658
Buurt 14   Sleutelkamp;BU01530104;Enschede;2012;25 - 39;166
Buurt 16   De Leuriks;BU01530106;Enschede;2012;25 - 39;4
Buurt 20   Cromhoffsbleek-Kotman;BU01530200;Enschede;2012;25 - 39;508
Buurt 21   Boswinkel-De Braker;BU01530201;Enschede;2012;25 - 39;922
Buurt 22   Pathmos;BU01530202;Enschede;2012;25 - 39;619
Buurt 23   Stevenfenne;BU01530203;Enschede;2012;25 - 39;1245
Buurt 24   Stadsveld-Zuid;BU01530204;Enschede;2012;25 - 39;466
Buurt 25   Elferink-Heuwkamp;BU01530205;Enschede;2012;25 - 39;665
Buurt 26   Stadsveld-Noord-Bruggert;BU01530206;Enschede;2012;25 - 39;359
Buurt 27   't Zwering;BU01530207;Enschede;2012;25 - 39;212
Buurt 28   Ruwenbos;BU01530208;Enschede;2012;25 - 39;243
Buurt 30   Tubantia-Toekomst;BU01530300;Enschede;2012;25 - 39;1166
Buurt 31   Twekkelerveld;BU01530301;Enschede;2012;25 - 39;1183
Buurt 40   Walhof-Roessingh;BU01530400;Enschede;2012;25 - 39;522
Buurt 41   Bolhaar;BU01530401;Enschede;2012;25 - 39;178
Buurt 42   Roombeek-Roomveldje;BU01530402;Enschede;2012;25 - 39;1117
Buurt 43   Mekkelholt;BU01530403;Enschede;2012;25 - 39;609
Buurt 44   Deppenbroek;BU01530404;Enschede;2012;25 - 39;1079
Buurt 45   Voortman-Amelink;BU01530405;Enschede;2012;25 - 39;182
Buurt 46   Drienerveld-U,T,;BU01530406;Enschede;2012;25 - 39;734
Buurt 50   Schreurserve;BU01530500;Enschede;2012;25 - 39;395
Buurt 51   Ribbelt-Ribbelerbrink;BU01530501;Enschede;2012;25 - 39;431
Buurt 52   Park Stokhorst;BU01530502;Enschede;2012;25 - 39;576
Buurt 53   Stokhorst;BU01530503;Enschede;2012;25 - 39;43
Buurt 60   Stroinkslanden Noord-Oost;BU01530600;Enschede;2012;25 - 39;463
Buurt 61   Stroinkslanden-Zuid;BU01530601;Enschede;2012;25 - 39;1143
Buurt 62   Stroinkslanden Noord-West;BU01530602;Enschede;2012;25 - 39;420
Buurt 63   Wesselerbrink Noord-Oost;BU01530603;Enschede;2012;25 - 39;686
Buurt 64   Wesselerbrink Zuid-Oost;BU01530604;Enschede;2012;25 - 39;625
Buurt 65   Wesselerbrink Zuid-West;BU01530605;Enschede;2012;25 - 39;557
Buurt 66   Wesselerbrink Noord-West;BU01530606;Enschede;2012;25 - 39;743
Buurt 67   Helmerhoek-Noord;BU01530607;Enschede;2012;25 - 39;608
Buurt 68   Helmerhoek-Zuid;BU01530608;Enschede;2012;25 - 39;721
Buurt 69   het Brunink;BU01530609;Enschede;2012;25 - 39;39
Buurt 70   Industrie- en havengebied;BU01530700;Enschede;2012;25 - 39;34
Buurt 71   Marssteden;BU01530701;Enschede;2012;25 - 39;9
Buurt 72   Koekoeksbeekhoek;BU01530702;Enschede;2012;25 - 39;1
Buurt 73   Kennispark;BU01530703;Enschede;2012;25 - 39;3
Buurt 80   Glanerveld;BU01530800;Enschede;2012;25 - 39;209
Buurt 81   Bentveld-Bultserve;BU01530801;Enschede;2012;25 - 39;441
Buurt 82   Schipholt-Glanermaten;BU01530802;Enschede;2012;25 - 39;486
Buurt 83   Eekmaat;BU01530803;Enschede;2012;25 - 39;430
Buurt 84   Oikos;BU01530804;Enschede;2012;25 - 39;680
Buurt 85   Eilermarke;BU01530805;Enschede;2012;25 - 39;447
Buurt 86   De Slank;BU01530806;Enschede;2012;25 - 39;23
Buurt 87   Dolphia;BU01530807;Enschede;2012;25 - 39;88
Buurt 88   Eekmaat West;BU01530808;Enschede;2012;25 - 39;701
Buurt 90   Dorp Lonneker;BU01530900;Enschede;2012;25 - 39;249
Buurt 91   Dorp Boekelo;BU01530901;Enschede;2012;25 - 39;335
Buurt 92   Buurtschap Lonneker-West;BU01530902;Enschede;2012;25 - 39;121
Buurt 93   Noord Esmarke;BU01530903;Enschede;2012;25 - 39;41
Buurt 94   Buurtschap Zuid-Esmarke;BU01530904;Enschede;2012;25 - 39;26
Buurt 95   Buurtschap Broekheurne;BU01530905;Enschede;2012;25 - 39;138
Buurt 96   Buurtschap Usselo;BU01530906;Enschede;2012;25 - 39;21
Buurt 97   Boekelerveld;BU01530907;Enschede;2012;25 - 39;116
Buurt 98   Buurtschap Twekkelo;BU01530908;Enschede;2012;25 - 39;17
Buurt 00   City;BU01530000;Enschede;2013;25 - 39;887
Buurt 01   Lasonder, Zeggelt;BU01530001;Enschede;2013;25 - 39;351
Buurt 02   De Laares;BU01530002;Enschede;2013;25 - 39;392
Buurt 03   De Bothoven;BU01530003;Enschede;2013;25 - 39;1432
Buurt 04   Hogeland-Noord;BU01530004;Enschede;2013;25 - 39;673
Buurt 05   Getfert;BU01530005;Enschede;2013;25 - 39;1137
Buurt 06   Veldkamp-Getfert-West;BU01530006;Enschede;2013;25 - 39;460
Buurt 07   Horstlanden-Stadsweide;BU01530007;Enschede;2013;25 - 39;806
Buurt 08   Boddenkamp;BU01530008;Enschede;2013;25 - 39;133
Buurt 10   Velve-Lindenhof;BU01530100;Enschede;2013;25 - 39;997
Buurt 11   Wooldrik;BU01530101;Enschede;2013;25 - 39;176
Buurt 12   Hogeland-Zuid;BU01530102;Enschede;2013;25 - 39;442
Buurt 13   Varvik-Diekman;BU01530103;Enschede;2013;25 - 39;667
Buurt 14   Sleutelkamp;BU01530104;Enschede;2013;25 - 39;174
Buurt 16   De Leuriks;BU01530106;Enschede;2013;25 - 39;3
Buurt 20   Cromhoffsbleek-Kotman;BU01530200;Enschede;2013;25 - 39;527
Buurt 21   Boswinkel-De Braker;BU01530201;Enschede;2013;25 - 39;906
Buurt 22   Pathmos;BU01530202;Enschede;2013;25 - 39;638
Buurt 23   Stevenfenne;BU01530203;Enschede;2013;25 - 39;1224
Buurt 24   Stadsveld-Zuid;BU01530204;Enschede;2013;25 - 39;474
Buurt 25   Elferink-Heuwkamp;BU01530205;Enschede;2013;25 - 39;652
Buurt 26   Stadsveld-Noord-Bruggert;BU01530206;Enschede;2013;25 - 39;357
Buurt 27   't Zwering;BU01530207;Enschede;2013;25 - 39;196
Buurt 28   Ruwenbos;BU01530208;Enschede;2013;25 - 39;214
Buurt 30   Tubantia-Toekomst;BU01530300;Enschede;2013;25 - 39;1122
Buurt 31   Twekkelerveld;BU01530301;Enschede;2013;25 - 39;1222
Buurt 40   Walhof-Roessingh;BU01530400;Enschede;2013;25 - 39;522
Buurt 41   Bolhaar;BU01530401;Enschede;2013;25 - 39;195
Buurt 42   Roombeek-Roomveldje;BU01530402;Enschede;2013;25 - 39;1103
Buurt 43   Mekkelholt;BU01530403;Enschede;2013;25 - 39;613
Buurt 44   Deppenbroek;BU01530404;Enschede;2013;25 - 39;1021
Buurt 45   Voortman-Amelink;BU01530405;Enschede;2013;25 - 39;173
Buurt 46   Drienerveld-U,T,;BU01530406;Enschede;2013;25 - 39;724
Buurt 50   Schreurserve;BU01530500;Enschede;2013;25 - 39;383
Buurt 51   Ribbelt-Ribbelerbrink;BU01530501;Enschede;2013;25 - 39;459
Buurt 52   Park Stokhorst;BU01530502;Enschede;2013;25 - 39;575
Buurt 53   Stokhorst;BU01530503;Enschede;2013;25 - 39;54
